45,18,19,0,15
45,22,26,0,2+15+16
45,21,28,0,9+13+14+15+17+18
45,20,23,0,9+13+14+15+16+17+18
44,19,35,0,15+16
44,23,25,0,15+18
44,23,23,0,2+15+18
44,25,27,0,14+15+16+17
44,26,28,0,14+15+16+17+18
44,19,20,0,2+9+13+16+17+18
44,22,24,0,4+13+15+16+17+18
44,20,23,0,9+13+14+15+16+17
44,19,21,0,2+9+13+15+16+17+18
44,20,33,0,3+9+13+14+15+17+18
44,20,30,0,4+9+13+14+15+17+18
44,18,21,0,7+12+13+15+16+17+18
44,18,20,0,9+12+13+15+16+17+18
44,18,21,0,2+4+8+13+15+16+17+18
44,19,21,0,2+4+10+13+15+16+17+18
44,19,21,0,2+7+9+13+15+16+17+18
44,20,41,0,3+7+9+13+14+15+17+18
44,19,25,0,3+9+13+14+15+16+17+18
44,20,32,0,4+7+9+13+14+15+17+18
44,17,22,0,4+7+12+13+15+16+17+18
44,19,33,0,4+8+9+13+14+15+17+18
44,18,24,0,4+8+12+13+15+16+17+18
44,18,25,0,4+9+10+13+14+15+17+18
44,17,21,0,4+9+12+13+15+16+17+18
44,19,24,0,4+9+13+14+15+16+17+18
44,18,21,0,7+9+12+13+15+16+17+18
43,20,23,0,8+15
43,22,25,0,13+15
43,20,21,0,14+15
43,23,26,0,15+17
43,24,30,0,1+17+18
43,21,24,0,8+10+15
43,22,27,0,10+15+16
43,22,23,0,10+15+17
43,25,28,0,14+15+17
43,25,26,0,15+17+18
43,22,25,0,2+14+15+17
43,22,22,0,2+15+16+17
43,22,22,0,2+15+17+18
43,17,25,0,3+6+14+15
43,17,25,0,4+6+14+15
43,17,25,0,6+8+14+15
43,17,25,0,6+9+14+15
43,17,25,0,6+10+14+15
43,23,24,0,8+15+16+18
43,23,23,0,10+15+17+18
43,23,23,0,10+16+17+18
43,25,28,0,14+15+17+18
43,26,28,0,14+16+17+18
43,20,25,0,2+9+13+15+18
43,18,19,0,2+9+13+16+17
43,22,24,0,2+14+15+16+17
43,27,30,0,2+14+15+16+18
43,22,22,0,2+15+16+17+18
43,21,28,0,9+13+14+15+18
43,18,20,0,2+7+9+13+15+18
43,19,21,0,2+7+13+15+16+17
43,18,20,0,2+9+13+15+16+17
43,18,20,0,2+9+13+15+16+18
43,19,20,0,2+9+13+15+17+18
43,22,24,0,2+14+15+16+17+18
43,18,24,0,3+4+6+8+14+15
43,17,24,0,3+4+6+9+14+15
43,17,24,0,3+6+8+9+14+15
43,20,31,0,3+9+13+14+15+18
43,17,24,0,4+6+8+9+14+15
43,18,22,0,4+9+13+14+15+18
43,16,27,0,6+13+14+15+17+18
43,18,21,0,7+12+13+15+16+18
43,19,21,0,7+12+13+15+17+18
43,18,21,0,7+12+13+16+17+18
43,19,22,0,7+13+14+15+16+17
43,20,28,0,7+13+14+15+17+18
43,20,29,0,8+9+13+14+15+18
43,17,19,0,9+12+13+15+16+18
43,18,20,0,9+12+13+15+17+18
43,17,19,0,9+12+13+16+17+18
43,19,22,0,9+13+14+15+16+18
43,19,26,0,9+13+14+16+17+18
43,18,19,0,1+2+7+13+15+16+17
43,17,20,0,1+2+8+11+12+15+17
43,18,20,0,1+2+8+12+15+16+17
43,19,21,0,1+2+10+12+15+16+17
43,20,25,0,1+2+12+14+15+16+18
43,18,26,0,1+4+8+11+13+15+17
43,19,26,0,2+3+11+13+15+17+18
43,16,19,0,2+4+8+11+13+15+17
43,18,21,0,2+4+8+13+16+17+18
43,18,21,0,2+4+10+13+16+17+18
43,19,26,0,2+4+11+13+15+17+18
43,21,23,0,2+4+13+15+16+17+18
43,16,22,0,2+6+13+15+16+17+18
43,19,21,0,2+7+9+13+15+16+18
43,18,20,0,2+7+9+13+15+17+18
43,19,20,0,2+7+13+15+16+17+18
43,19,23,0,2+8+12+15+16+17+18
43,21,26,0,2+13+14+15+16+17+18
43,17,24,0,3+4+6+8+9+14+15
43,15,24,0,3+6+12+13+15+16+18
43,16,26,0,3+6+13+14+15+17+18
43,17,21,0,3+7+12+13+16+17+18
43,19,39,0,3+7+13+14+15+17+18
43,20,26,0,3+8+13+14+15+17+18
43,18,21,0,3+10+12+13+16+17+18
43,19,23,0,3+10+13+14+15+17+18
43,15,24,0,4+6+12+13+15+16+18
43,16,26,0,4+6+13+14+15+17+18
43,17,21,0,4+7+12+13+15+16+18
43,17,20,0,4+7+12+13+15+17+18
43,17,21,0,4+7+12+13+16+17+18
43,18,24,0,4+8+11+12+13+15+17
43,18,21,0,4+8+11+12+15+17+18
43,17,22,0,4+8+11+13+14+15+17
43,18,24,0,4+8+12+13+15+16+18
43,18,22,0,4+8+12+13+15+17+18
43,18,22,0,4+8+12+13+16+17+18
43,19,25,0,4+8+13+14+15+17+18
43,17,20,0,4+9+12+13+15+16+18
43,17,19,0,4+9+12+13+15+17+18
43,19,23,0,4+10+13+14+15+17+18
43,15,24,0,6+7+12+13+15+16+18
43,17,27,0,6+7+13+14+15+17+18
43,15,24,0,6+8+12+13+15+16+18
43,17,27,0,6+8+13+14+15+17+18
43,15,24,0,6+9+12+13+15+16+18
43,17,27,0,6+9+13+14+15+17+18
43,15,24,0,6+10+12+13+15+16+18
43,17,27,0,6+10+13+14+15+17+18
43,15,25,0,6+12+13+15+16+17+18
43,16,27,0,6+13+14+15+16+17+18
43,18,20,0,7+9+12+13+15+16+17
43,18,21,0,7+9+12+13+15+16+18
43,18,21,0,7+9+12+13+15+17+18
43,17,20,0,7+9+12+13+16+17+18
43,19,22,0,7+9+13+14+15+16+17
43,20,30,0,7+9+13+14+15+17+18
43,19,22,0,7+13+14+15+16+17+18
43,19,23,0,8+9+13+14+15+16+17
43,20,28,0,8+9+13+14+15+17+18
43,18,23,0,1+2+3+8+12+15+16+17
43,18,19,0,1+2+3+10+11+15+17+18
43,17,19,0,1+2+3+10+11+16+17+18
43,18,24,0,1+2+3+10+12+15+16+17
43,16,18,0,1+2+4+8+11+13+15+17
43,18,20,0,1+2+4+8+11+15+17+18
43,18,24,0,1+2+4+8+12+15+16+17
43,20,26,0,1+2+4+12+15+16+17+18
43,18,20,0,1+2+7+13+15+16+17+18
43,16,19,0,1+2+8+10+12+13+15+18
43,16,26,0,1+2+8+11+12+13+15+18
43,17,23,0,1+2+8+11+12+15+16+17
43,17,25,0,1+2+8+11+12+15+16+18
43,17,23,0,1+2+8+11+12+15+17+18
43,19,22,0,1+2+8+12+15+16+17+18
43,18,22,0,1+2+9+12+15+16+17+18
43,18,19,0,1+2+9+13+15+16+17+18
43,20,24,0,1+2+12+14+15+16+17+18
43,17,27,0,1+3+4+8+11+13+15+17
43,17,25,0,1+3+4+10+11+13+15+17
43,17,20,0,1+3+4+11+12+15+17+18
43,19,32,0,1+3+11+12+15+16+17+18
43,18,25,0,1+3+11+13+15+16+17+18
43,19,23,0,1+4+8+11+15+16+17+18
43,18,32,0,1+8+11+12+13+15+17+18
43,17,28,0,2+3+4+6+13+15+16+18
43,17,28,0,2+3+6+7+13+15+16+18
43,17,28,0,2+3+6+8+13+15+16+18
43,17,28,0,2+3+6+9+13+15+16+18
43,17,28,0,2+3+6+10+13+15+16+18
43,17,26,0,2+3+8+9+13+15+16+18
43,18,21,0,2+3+8+13+15+16+17+18
43,17,21,0,2+3+9+13+15+16+17+18
43,17,28,0,2+4+6+7+13+15+16+18
43,17,28,0,2+4+6+8+13+15+16+18
43,17,28,0,2+4+6+9+13+15+16+18
43,17,28,0,2+4+6+10+13+15+16+18
43,17,26,0,2+4+8+9+13+15+16+18
43,16,22,0,2+4+8+11+12+15+17+18
43,16,22,0,2+4+8+11+12+16+17+18
43,16,21,0,2+4+8+11+13+15+16+18
43,17,20,0,2+4+8+11+13+15+17+18
43,16,20,0,2+4+8+11+13+16+17+18
43,17,20,0,2+4+9+13+15+16+17+18
43,19,22,0,2+4+10+11+15+16+17+18
43,17,28,0,2+6+7+8+13+15+16+18
43,17,28,0,2+6+7+9+13+15+16+18
43,17,29,0,2+6+7+10+13+15+16+18
43,16,22,0,2+6+7+13+15+16+17+18
43,17,28,0,2+6+8+9+13+15+16+18
43,17,28,0,2+6+8+10+13+15+16+18
43,17,28,0,2+6+9+10+13+15+16+18
43,16,22,0,2+6+10+13+15+16+17+18
43,17,20,0,2+8+9+13+15+16+17+18
43,17,21,0,2+9+13+14+15+16+17+18
43,15,25,0,3+4+6+12+13+15+16+18
43,15,23,0,3+4+6+12+13+15+17+18
43,15,24,0,3+4+6+12+13+16+17+18
43,16,26,0,3+4+6+13+14+15+17+18
43,16,20,0,3+4+7+9+12+13+16+17
43,17,21,0,3+4+7+12+13+15+16+18
43,17,20,0,3+4+7+12+13+15+17+18
43,17,21,0,3+4+7+12+13+16+17+18
43,18,23,0,3+4+8+12+13+15+16+18
43,19,26,0,3+4+8+13+14+15+17+18
43,16,20,0,3+4+9+12+13+15+16+18
43,16,20,0,3+4+9+12+13+16+17+18
43,19,32,0,3+4+9+13+14+15+17+18
43,18,22,0,3+4+10+12+13+16+17+18
43,19,24,0,3+4+10+13+14+15+17+18
43,15,25,0,3+6+7+12+13+15+16+18
43,15,23,0,3+6+7+12+13+15+17+18
43,15,24,0,3+6+7+12+13+16+17+18
43,16,26,0,3+6+7+13+14+15+17+18
43,15,25,0,3+6+8+12+13+15+16+18
43,15,23,0,3+6+8+12+13+15+17+18
43,15,24,0,3+6+8+12+13+16+17+18
43,17,26,0,3+6+8+13+14+15+17+18
43,15,25,0,3+6+9+12+13+15+16+18
43,15,23,0,3+6+9+12+13+15+17+18
43,15,24,0,3+6+9+12+13+16+17+18
43,17,26,0,3+6+9+13+14+15+17+18
43,15,25,0,3+6+10+12+13+15+16+18
43,15,23,0,3+6+10+12+13+15+17+18
43,15,24,0,3+6+10+12+13+16+17+18
43,16,26,0,3+6+10+13+14+15+17+18
